City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
184,candido mendes,-1.4467,-45.7167,31.02000000000004,60,80,4.19,BR,2024-02-06
185,georgetown,5.4112,100.3354,27.970000000000027,80,40,2.06,MY,2024-02-06
186,mocimboa,-11.3167,40.35,26.350000000000023,92,100,3.39,MZ,2024-02-06
187,kone,-21.0595,164.8658,24.560000000000002,95,100,1.8,NC,2024-02-06
188,frontera,26.9333,-101.45,19.860000000000014,38,0,0.89,MX,2024-02-06
189,mount isa,-20.7333,139.5,26.870000000000005,83,80,2.57,AU,2024-02-06
190,valle del guamuez,0.4525,-76.9192,25.680000000000007,55,76,1.83,CO,2024-02-06
191,mirny,62.5353,113.9611,-16.399999999999977,96,100,2.58,RU,2024-02-06
192,galliano,29.4422,-90.2992,18.33000000000004,57,0,4.3,US,2024-02-06
193,golere,16.2557,-14.1017,35.81,6,0,4.81,SN,2024-02-06
194,kattivakkam,13.2167,80.3167,25.060000000000002,76,1,2.1,IN,2024-02-06
195,dibba al-hisn,25.6196,56.2729,16.100000000000023,53,1,4.03,AE,2024-02-06
196,moundou,8.5667,16.0833,29.610000000000014,16,40,2.6,TD,2024-02-06
197,huilong,31.8111,121.655,2.0100000000000477,79,93,3.7,CN,2024-02-06
198,saldanha,-33.0117,17.9442,21.03000000000003,88,42,5.0,ZA,2024-02-06
199,suoyarvi,62.0833,32.35,-27.589999999999975,100,55,1.45,RU,2024-02-06
200,chibougamau,49.9168,-74.3659,-6.2099999999999795,63,75,3.6,CA,2024-02-06
201,plettenberg bay,-34.0527,23.3716,20.560000000000002,85,74,1.33,ZA,2024-02-06
202,tottori,35.5,134.2333,3.1100000000000136,87,92,2.44,JP,2024-02-06
203,al kharj,24.155,47.3346,16.32000000000005,34,7,4.86,SA,2024-02-06
204,ashland,40.8167,-82.2665,5.650000000000034,71,22,3.48,US,2024-02-06
205,belmonte,-15.8631,-38.8828,30.74000000000001,57,64,3.2,BR,2024-02-06
206,carnarvon,-24.8667,113.6333,28.010000000000048,52,2,9.13,AU,2024-02-06
207,moose jaw,50.4001,-105.5344,-2.849999999999966,86,100,3.09,CA,2024-02-06
208,warmbad,-28.45,18.7333,27.99000000000001,24,60,9.75,NA,2024-02-06
209,novodvinsk,64.4165,40.8122,-20.119999999999976,100,73,1.1,RU,2024-02-06
210,mount pearl,47.5166,-52.7813,0.8100000000000023,97,100,11.83,CA,2024-02-06
211,arvayheer,46.2639,102.775,-19.46999999999997,91,13,2.11,MN,2024-02-06
212,sinabang,2.4803,96.3801,27.08000000000004,79,80,0.72,ID,2024-02-06
213,aasiaat,68.7098,-52.8699,-21.559999999999974,81,96,6.07,GL,2024-02-06
214,los andes,-32.8337,-70.5983,32.23000000000002,27,18,4.35,CL,2024-02-06
215,kourou,5.1552,-52.6478,31.03000000000003,86,75,4.1,GF,2024-02-06
216,dakhla,23.6848,-15.958,21.010000000000048,68,98,7.72,EH,2024-02-06
217,hithadhoo,-0.6,73.0833,27.900000000000034,78,85,3.6,MV,2024-02-06
218,naracoorte,-36.9579,140.7383,11.189999999999998,91,1,2.2,AU,2024-02-06
219,makinsk,52.6292,70.4169,-4.859999999999957,89,100,5.78,KZ,2024-02-06
220,gurupa,-1.405,-51.64,32.02000000000004,51,44,3.13,BR,2024-02-06
221,chinsali,-10.5414,32.0816,17.55000000000001,97,98,0.76,ZM,2024-02-06
222,tileagd,47.0667,22.2,9.75,81,15,6.33,RO,2024-02-06
223,al jawf,29.5,38.75,12.140000000000043,47,6,0.63,SA,2024-02-06
224,hancheng,32.5186,112.3522,-0.92999999999995,90,100,2.11,CN,2024-02-06
225,kuanda,56.3161,116.0806,-21.849999999999966,99,100,0.23,RU,2024-02-06
226,zheleznogorsk-ilimskiy,56.5768,104.1217,-15.349999999999966,100,98,1.34,RU,2024-02-06
227,lincoln city,44.9582,-124.0179,8.270000000000039,95,69,0.45,US,2024-02-06
228,ingeniero guillermo n. juarez,-23.9,-61.85,39.870000000000005,23,80,4.06,AR,2024-02-06
229,copala,16.65,-98.9833,30.75,44,1,3.73,MX,2024-02-06
230,lichinga,-13.3128,35.2406,21.05000000000001,83,20,3.09,MZ,2024-02-06
231,cabedelo,-6.9811,-34.8339,32.370000000000005,66,53,5.65,BR,2024-02-06
232,tongliao,43.6125,122.2653,-18.409999999999968,93,20,2.03,CN,2024-02-06
233,remire-montjoly,4.9167,-52.2667,31.02000000000004,74,75,4.12,GF,2024-02-06
234,giyani,-23.3025,30.7187,29.670000000000016,43,18,2.22,ZA,2024-02-06
235,nuuk,64.1835,-51.7216,-8.659999999999968,73,20,1.54,GL,2024-02-06
236,kristiansund,63.1115,7.732,-5.639999999999986,79,0,2.06,NO,2024-02-06
237,aguazul,5.1728,-72.5471,27.55000000000001,79,82,1.62,CO,2024-02-06
238,punta arenas,-53.15,-70.9167,19.010000000000048,51,0,6.69,CL,2024-02-06
239,maitum,6.0392,124.4986,24.930000000000007,86,100,1.19,PH,2024-02-06
240,tongchuanshi,35.0806,109.0897,-2.609999999999957,70,90,2.31,CN,2024-02-06
241,taoudenni,22.6783,-3.9836,24.560000000000002,9,4,4.43,ML,2024-02-06
242,guerrero negro,27.9769,-114.0611,16.0,83,99,4.78,MX,2024-02-06
243,margate,51.3813,1.3862,12.150000000000034,81,100,7.6,GB,2024-02-06
244,saint-philippe,-21.3585,55.7679,23.77000000000004,88,84,3.66,RE,2024-02-06
245,enewetak,11.3474,162.3373,26.460000000000036,82,82,8.15,MH,2024-02-06
246,mcminnville,45.2101,-123.1987,8.730000000000018,95,100,0.0,US,2024-02-06
247,santa cruz,-17.8,-63.1667,35.03000000000003,49,20,8.23,BO,2024-02-06
248,griffith,41.5284,-87.4237,5.6200000000000045,96,100,2.57,US,2024-02-06
249,dryden,49.7833,-92.7503,2.160000000000025,80,100,1.54,CA,2024-02-06
250,waynesboro,38.0685,-78.8895,6.710000000000036,54,0,3.6,US,2024-02-06
251,akureyri,65.6835,-18.0878,-5.039999999999964,93,75,1.03,IS,2024-02-06
252,las navas del marques,40.6024,-4.3345,8.689999999999998,73,92,1.87,ES,2024-02-06
253,lihue,21.9789,-159.3672,22.77000000000004,72,100,8.75,US,2024-02-06
254,hermanus,-34.4187,19.2345,23.78000000000003,73,33,8.9,ZA,2024-02-06
255,dourados,-22.2211,-54.8056,32.97000000000003,37,100,4.57,BR,2024-02-06
256,okha,53.5739,142.9478,-23.75999999999999,98,29,4.31,RU,2024-02-06
257,ghanzi,-21.5667,21.7833,28.29000000000002,35,54,3.1,BW,2024-02-06
258,keflavik,64.0049,-22.5624,-2.0499999999999545,68,75,9.26,IS,2024-02-06
259,talara,-4.5772,-81.2719,33.420000000000016,55,0,5.14,PE,2024-02-06
260,motueka,-41.1333,173.0167,15.050000000000011,40,2,1.88,NZ,2024-02-06
261,pechora,65.1472,57.2244,-20.519999999999982,100,100,1.65,RU,2024-02-06
262,meadow lake,34.8014,-106.5436,12.200000000000045,48,100,1.51,US,2024-02-06
263,ailuk,10.2197,169.9797,26.900000000000034,80,90,7.25,MH,2024-02-06
264,bile,48.4952,39.0505,-1.579999999999984,84,82,3.68,UA,2024-02-06
265,ilulissat,69.2167,-51.1,-12.989999999999952,47,75,10.8,GL,2024-02-06
266,fada,9.5667,8.3,26.670000000000016,16,99,2.89,NG,2024-02-06
267,fort bragg,35.139,-79.006,12.03000000000003,44,9,1.79,US,2024-02-06
268,itoman,26.1247,127.6694,19.430000000000007,69,100,1.03,JP,2024-02-06
269,talwandi bhai,30.85,74.9333,8.57000000000005,55,0,2.23,IN,2024-02-06
270,nola,40.922,14.5329,13.230000000000018,75,39,1.19,IT,2024-02-06
271,klaksvik,62.2266,-6.589,-1.4899999999999523,61,98,8.54,FO,2024-02-06
272,cabo san lucas,22.8909,-109.9124,25.840000000000032,56,0,3.6,MX,2024-02-06
273,karaton,-6.3424,106.1045,23.200000000000045,96,98,1.56,ID,2024-02-06
274,bardai,11.65,7.2333,23.180000000000007,17,38,4.85,NG,2024-02-06
275,kosum phisai,16.2486,103.0674,26.29000000000002,25,0,2.16,TH,2024-02-06
276,pimentel,-6.8367,-79.9342,31.160000000000025,51,0,7.72,PE,2024-02-06
277,charata,-27.2144,-61.188,40.48000000000002,23,98,4.23,AR,2024-02-06
278,opladen,51.0667,7.0167,11.490000000000009,78,100,8.03,DE,2024-02-06
279,khandyga,62.6667,135.6,-43.72999999999999,100,61,1.06,RU,2024-02-06
280,bikenibeu village,1.3673,173.1241,27.980000000000018,89,40,1.03,KI,2024-02-06
281,fale old settlement,-9.3852,-171.2468,27.890000000000043,83,100,12.19,TK,2024-02-06
282,dubbo,-32.25,148.6167,19.07000000000005,72,99,7.2,AU,2024-02-06
283,murzuq,25.9155,13.9184,14.890000000000043,31,30,3.6,LY,2024-02-06
284,luderitz,-26.6481,15.1594,18.04000000000002,92,75,6.77,NA,2024-02-06
285,terbanggi besar,-4.8667,105.2333,23.370000000000005,95,100,1.69,ID,2024-02-06
286,pauini,-7.7136,-66.9764,26.150000000000034,89,80,1.08,BR,2024-02-06
287,mount gambier,-37.8333,140.7667,10.240000000000009,97,1,0.22,AU,2024-02-06
288,emerald,-23.5333,148.1667,25.75,75,76,3.3,AU,2024-02-06
289,muisne,0.6,-80.0333,28.439999999999998,74,66,3.45,EC,2024-02-06
290,usinsk,65.9939,57.5281,-19.399999999999977,99,100,1.34,RU,2024-02-06
291,plastun,44.7561,136.2939,-13.560000000000002,79,13,4.0,RU,2024-02-06
292,tadine,-21.55,167.8833,25.5,84,100,7.14,NC,2024-02-06
293,beau vallon,-20.4189,57.6953,26.230000000000018,73,27,6.43,MU,2024-02-06
294,prineville,44.2999,-120.8345,4.730000000000018,82,100,0.0,US,2024-02-06
295,parkway,38.496,-121.4588,12.580000000000041,91,100,3.6,US,2024-02-06
296,lisala,2.15,21.5167,27.200000000000045,31,47,0.8,CD,2024-02-06
297,batibo,5.8358,9.8553,25.010000000000048,24,58,1.63,CM,2024-02-06
298,daru,-9.0763,143.2092,25.83000000000004,91,87,2.97,PG,2024-02-06
299,alice springs,-23.7,133.8833,22.900000000000034,65,40,6.17,AU,2024-02-06
300,san agustin de valle fertil,-30.6335,-67.4682,35.81,27,59,8.43,AR,2024-02-06
301,ndioum,16.5129,-14.6471,35.56,6,0,5.45,SN,2024-02-06
302,pershore,52.1116,-2.0759,12.189999999999998,93,100,4.02,GB,2024-02-06
303,kushtagi,15.7667,76.2,26.590000000000032,36,0,3.72,IN,2024-02-06
304,xilin hot,43.9667,116.0333,-22.089999999999975,99,32,2.3,CN,2024-02-06
305,nueva esperanza,15.2667,-87.6,24.79000000000002,45,22,2.33,HN,2024-02-06
306,san sebastian de la gomera,28.0916,-17.1133,22.430000000000007,56,0,2.57,ES,2024-02-06
307,bamboo flat,11.7,92.7167,23.05000000000001,94,32,0.51,IN,2024-02-06
308,saint-joseph,-21.3667,55.6167,23.210000000000036,79,62,5.15,RE,2024-02-06
309,polyarnyy,69.1989,33.4478,-18.309999999999974,99,98,5.0,RU,2024-02-06
310,tsiombe,-25.3,45.4833,22.900000000000034,96,78,4.07,MG,2024-02-06
311,bahia blanca,-38.7196,-62.2724,39.98000000000002,24,53,7.45,AR,2024-02-06
312,tobelo,1.7284,128.0095,25.33000000000004,85,96,1.97,ID,2024-02-06
313,toamasina,-18.1667,49.3833,26.0,89,75,1.03,MG,2024-02-06
